lat,long,name
1.1653382991647971,103.99769057729638,Batu Ampar
1.1307198345253866,104.05548996334123,Batam Center
1.0348091227667973,104.13298003147835,Telaga Punggur
1.1251639259772013,103.9266087564473,Sekupang
1.0789793413214597,103.93128339621,Teluk Senimba
1.027309028967762,103.92507858462079,Senggulung Batam
1.153215052382827,103.99678564502115,Harbour Bay
1.0783639496867705,104.15025449761518,Kabil Nongsa
