unique_mmsi
209363000
209370000
209442000
209798000
209854000
210043000
210142000
210970000
212433000
212555000
212775000
212962000
215148000
215175000
215187000
215230000
215334000
215842000
219027758
219185000
219207000
220008000
229213000
229647000
229921000
232003534
232027081
232056132
235068025
235103765
235113778
236607000
244128000
245118000
246455000
246619000
246767000
246768000
247485200
248092000
248756000
249011000
249253000
249379000
253639000
253651000
255736000
255799000
255802470
255804350
255804970
255805588
255805661
255805689
255805703
255806072
255806116
255806189
255806274
255806425
255806448
255806458
255806459
255806485
255915561
255915563
255915564
255915565
255915566
255915567
255915623
255915641
255915674
255915713
256150000
256198000
256311000
256402000
256441000
256485000
256490000
256559000
256619000
256818000
256929000
257034130
257412000
265827240
273450990
303352000
304954000
305034000
305062000
305066000
305073000
305097000
305177000
305372000
305460000
305517000
305538000
305545000
305568000
305854000
305865000
309847000
310625000
311000165
311000187
311000383
311000458
311000485
311000789
311001296
311001318
311003200
311042500
311054400
311697000
311827000
311921000
311992000
312099000
312175000
312261000
312303000
312378000
312468000
312554000
312761000
312856000
312949000
314501000
314784000
319027200
319103800
319366000
319445000
319756000
325111400
325946000
338657000
341063001
341163001
341630000
351124000
351243000
351265000
351298000
351443000
351608000
351609000
351616000
351781000
351812000
351849000
351877000
351943000
352001038
352001128
352001168
352001178
352001184
352001192
352001196
352001261
352001311
352001321
352001330
352001363
352001445
352001506
352001556
352001576
352001582
352001655
352001702
352001714
352001756
352001821
352001953
352001998
352002048
352002181
352002235
352002263
352002284
352002343
352002367
352002490
352002520
352002590
352002619
352002689
352002690
352002754
352002864
352002866
352002879
352002881
352002889
352002938
352002971
352002972
352002979
352003002
352003010
352003025
352003045
352003047
352003048
352003107
352003114
352003248
352003254
352003271
352003333
352003347
352003387
352003397
352003425
352003454
352003494
352003547
352003635
352003726
352003856
352003893
352067000
352148000
352165000
352167000
352359000
352368000
352500000
352523000
352659000
352732000
352773000
352819000
352835000
352870000
352898692
352898720
352898756
352898762
352898798
352929000
352978119
352978183
352978235
352978236
352980782
352980804
352980812
352980854
353007000
353028000
353084000
353092000
353123000
353195000
353201000
353206000
353222000
353289000
353368000
353443000
353518000
353642000
353654000
353730000
353751000
353828869
353848000
353851000
353874000
353921000
354247000
354250000
354299000
354323000
354332000
354359000
354432000
354463000
354467000
354594000
354797000
354815000
354856000
354863000
354866000
354925000
354932000
354971000
354996000
355341000
355348000
355357000
355391000
355438000
355496000
355558000
355578000
355621000
355645000
355692000
355693000
355738000
355741000
355777000
355871000
355887000
355900000
356046000
356073000
356158000
356192000
356215000
356256000
356328000
356344000
356352000
356369000
356376000
356426000
356553000
356632000
356660000
356667000
356668000
356717000
356876000
356907000
356909000
356919000
357007000
357045000
357067000
357079000
357081000
357131000
357134000
357155000
357178000
357242000
357279000
357336000
357431000
357432000
357460000
357482000
357502000
357506000
357587000
357741000
357840000
357900000
370029000
370055000
370220000
370229000
370230000
370304000
370356000
370385000
370434000
370437000
370471000
370577000
370622000
370645000
370662000
370700000
370763000
370813000
370849000
370851000
370953000
371010000
371016000
371061000
371139000
371141000
371168000
371185000
371206000
371249000
371318000
371410000
371475000
371489000
371516000
371543000
371602000
371647000
371697000
371791000
371815000
371818000
371878000
371911000
371969000
371994000
372014000
372041000
372053000
372070000
372224000
372241000
372254000
372275000
372305000
372325000
372370000
372480000
372546000
372596000
372598000
372604000
372610000
372643000
372681000
372827000
372872000
372925000
372959000
372972000
373001000
373133000
373180000
373220000
373260000
373292000
373303000
373308000
373319000
373350000
373363000
373372000
373438000
373455000
373549000
373595000
373603000
373619000
373630000
373680000
373732000
373797000
373972000
374170000
374217000
374346000
374404000
374417000
374508000
374548000
374609000
374631000
374632000
374643000
374674000
374745000
374820000
374880000
374890000
374906000
374908000
374946000
375122000
403521001
403526001
412379370
412469000
412523920
412760000
413050000
413054000
413064000
413068000
413125000
413132000
413138000
413145000
413150000
413166000
413215160
413219610
413230950
413319660
413336000
413338000
413347470
413369450
413369990
413376440
413384960
413388820
413446380
413471590
413471970
413473010
413493540
413494940
413495760
413696580
413696980
413700150
413700260
413702170
413860000
413996000
414169000
414189000
414195000
414257000
414293000
414365000
414455000
414491000
414653000
414665000
414713000
414793000
414799000
414842000
414903000
414906000
414931000
416031000
416032000
416035000
416037000
416038000
416039000
416044000
416056000
419001672
431172000
431220000
431534000
431557000
431718000
431777000
431824000
431858000
431987000
432664000
432824000
440006000
440017000
